Year,Value,Units,GeoCode
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.337,1.000 EUR,
2001,19.397,1.000 EUR,
2002,20.321,1.000 EUR,
2003,20.928,1.000 EUR,
2004,20.981,1.000 EUR,
2005,21.033,1.000 EUR,
2006,21.261,1.000 EUR,
2007,21.708,1.000 EUR,
2008,22.599,1.000 EUR,
2009,21.757,1.000 EUR,
2010,22.85,1.000 EUR,
2011,24.255,1.000 EUR,
2012,25.108,1.000 EUR,
2013,24.922,1.000 EUR,
2014,26.187,1.000 EUR,
2015,26.701,1.000 EUR,
2016,27.305,1.000 EUR,
2017,28.213,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.985,1.000 EUR,
2001,19.65,1.000 EUR,
2002,20.018,1.000 EUR,
2003,19.809,1.000 EUR,
2004,19.407,1.000 EUR,
2005,19.675,1.000 EUR,
2006,20.982,1.000 EUR,
2007,22.36,1.000 EUR,
2008,22.773,1.000 EUR,
2009,22.304,1.000 EUR,
2010,25.25,1.000 EUR,
2011,25.308,1.000 EUR,
2012,26.1,1.000 EUR,
2013,27.922,1.000 EUR,
2014,27.412,1.000 EUR,
2015,28.374,1.000 EUR,
2016,30.788,1.000 EUR,
2017,31.931,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.155,1.000 EUR,
2001,21.523,1.000 EUR,
2002,21.295,1.000 EUR,
2003,19.081,1.000 EUR,
2004,20.356,1.000 EUR,
2005,19.928,1.000 EUR,
2006,21.466,1.000 EUR,
2007,22.433,1.000 EUR,
2008,22.571,1.000 EUR,
2009,21.902,1.000 EUR,
2010,23.245,1.000 EUR,
2011,24.547,1.000 EUR,
2012,26.08,1.000 EUR,
2013,27.874,1.000 EUR,
2014,29.368,1.000 EUR,
2015,30.046,1.000 EUR,
2016,29.574,1.000 EUR,
2017,31.0,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.811,1.000 EUR,
2001,18.21,1.000 EUR,
2002,17.495,1.000 EUR,
2003,17.98,1.000 EUR,
2004,17.713,1.000 EUR,
2005,17.698,1.000 EUR,
2006,18.678,1.000 EUR,
2007,19.217,1.000 EUR,
2008,18.98,1.000 EUR,
2009,18.478,1.000 EUR,
2010,19.566,1.000 EUR,
2011,20.353,1.000 EUR,
2012,21.453,1.000 EUR,
2013,21.845,1.000 EUR,
2014,22.851,1.000 EUR,
2015,23.774,1.000 EUR,
2016,24.37,1.000 EUR,
2017,25.425,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.285,1.000 EUR,
2001,21.149,1.000 EUR,
2002,20.994,1.000 EUR,
2003,20.106,1.000 EUR,
2004,19.646,1.000 EUR,
2005,19.461,1.000 EUR,
2006,20.957,1.000 EUR,
2007,22.253,1.000 EUR,
2008,23.319,1.000 EUR,
2009,23.133,1.000 EUR,
2010,24.091,1.000 EUR,
2011,25.063,1.000 EUR,
2012,26.579,1.000 EUR,
2013,27.006,1.000 EUR,
2014,27.979,1.000 EUR,
2015,28.714,1.000 EUR,
2016,28.767,1.000 EUR,
2017,29.508,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.543,1.000 EUR,
2001,14.799,1.000 EUR,
2002,14.718,1.000 EUR,
2003,15.011,1.000 EUR,
2004,15.31,1.000 EUR,
2005,15.238,1.000 EUR,
2006,15.784,1.000 EUR,
2007,16.731,1.000 EUR,
2008,16.951,1.000 EUR,
2009,16.71,1.000 EUR,
2010,17.369,1.000 EUR,
2011,17.877,1.000 EUR,
2012,19.94,1.000 EUR,
2013,20.59,1.000 EUR,
2014,22.317,1.000 EUR,
2015,22.083,1.000 EUR,
2016,21.635,1.000 EUR,
2017,22.647,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.643,1.000 EUR,
2001,15.361,1.000 EUR,
2002,15.615,1.000 EUR,
2003,15.861,1.000 EUR,
2004,16.161,1.000 EUR,
2005,16.114,1.000 EUR,
2006,16.862,1.000 EUR,
2007,17.493,1.000 EUR,
2008,18.653,1.000 EUR,
2009,18.404,1.000 EUR,
2010,18.979,1.000 EUR,
2011,20.086,1.000 EUR,
2012,21.45,1.000 EUR,
2013,21.264,1.000 EUR,
2014,22.295,1.000 EUR,
2015,23.396,1.000 EUR,
2016,23.6,1.000 EUR,
2017,24.544,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.656,1.000 EUR,
2001,15.756,1.000 EUR,
2002,16.019,1.000 EUR,
2003,15.945,1.000 EUR,
2004,16.946,1.000 EUR,
2005,16.841,1.000 EUR,
2006,18.22,1.000 EUR,
2007,18.24,1.000 EUR,
2008,18.897,1.000 EUR,
2009,17.669,1.000 EUR,
2010,18.474,1.000 EUR,
2011,20.07,1.000 EUR,
2012,20.441,1.000 EUR,
2013,21.988,1.000 EUR,
2014,23.504,1.000 EUR,
2015,23.217,1.000 EUR,
2016,24.825,1.000 EUR,
2017,25.595,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.87,1.000 EUR,
2001,19.152,1.000 EUR,
2002,18.987,1.000 EUR,
2003,19.187,1.000 EUR,
2004,19.59,1.000 EUR,
2005,19.911,1.000 EUR,
2006,19.837,1.000 EUR,
2007,21.033,1.000 EUR,
2008,21.332,1.000 EUR,
2009,20.848,1.000 EUR,
2010,21.908,1.000 EUR,
2011,23.521,1.000 EUR,
2012,23.028,1.000 EUR,
2013,24.255,1.000 EUR,
2014,25.53,1.000 EUR,
2015,26.442,1.000 EUR,
2016,26.785,1.000 EUR,
2017,27.763,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.379,1.000 EUR,
2001,15.154,1.000 EUR,
2002,15.063,1.000 EUR,
2003,15.324,1.000 EUR,
2004,15.68,1.000 EUR,
2005,15.196,1.000 EUR,
2006,15.951,1.000 EUR,
2007,16.016,1.000 EUR,
2008,16.331,1.000 EUR,
2009,16.214,1.000 EUR,
2010,17.103,1.000 EUR,
2011,17.681,1.000 EUR,
2012,17.962,1.000 EUR,
2013,17.87,1.000 EUR,
2014,18.844,1.000 EUR,
2015,18.892,1.000 EUR,
2016,19.761,1.000 EUR,
2017,20.364,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.331,1.000 EUR,
2001,19.502,1.000 EUR,
2002,18.98,1.000 EUR,
2003,18.882,1.000 EUR,
2004,19.821,1.000 EUR,
2005,20.068,1.000 EUR,
2006,21.739,1.000 EUR,
2007,23.871,1.000 EUR,
2008,24.234,1.000 EUR,
2009,23.577,1.000 EUR,
2010,25.201,1.000 EUR,
2011,26.636,1.000 EUR,
2012,28.223,1.000 EUR,
2013,29.878,1.000 EUR,
2014,31.201,1.000 EUR,
2015,31.167,1.000 EUR,
2016,32.095,1.000 EUR,
2017,33.449,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.53,1.000 EUR,
2001,21.959,1.000 EUR,
2002,22.593,1.000 EUR,
2003,24.654,1.000 EUR,
2004,24.759,1.000 EUR,
2005,23.879,1.000 EUR,
2006,25.372,1.000 EUR,
2007,26.897,1.000 EUR,
2008,25.994,1.000 EUR,
2009,26.254,1.000 EUR,
2010,27.083,1.000 EUR,
2011,28.222,1.000 EUR,
2012,28.987,1.000 EUR,
2013,28.797,1.000 EUR,
2014,30.214,1.000 EUR,
2015,30.884,1.000 EUR,
2016,31.134,1.000 EUR,
2017,32.496,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.316,1.000 EUR,
2001,23.189,1.000 EUR,
2002,22.904,1.000 EUR,
2003,21.646,1.000 EUR,
2004,22.932,1.000 EUR,
2005,24.606,1.000 EUR,
2006,24.267,1.000 EUR,
2007,24.206,1.000 EUR,
2008,25.612,1.000 EUR,
2009,24.756,1.000 EUR,
2010,25.35,1.000 EUR,
2011,26.083,1.000 EUR,
2012,26.485,1.000 EUR,
2013,27.616,1.000 EUR,
2014,28.592,1.000 EUR,
2015,29.901,1.000 EUR,
2016,30.098,1.000 EUR,
2017,30.996,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.327,1.000 EUR,
2001,17.379,1.000 EUR,
2002,17.985,1.000 EUR,
2003,18.002,1.000 EUR,
2004,18.496,1.000 EUR,
2005,17.98,1.000 EUR,
2006,18.567,1.000 EUR,
2007,20.023,1.000 EUR,
2008,21.707,1.000 EUR,
2009,20.97,1.000 EUR,
2010,21.241,1.000 EUR,
2011,22.6,1.000 EUR,
2012,23.618,1.000 EUR,
2013,24.09,1.000 EUR,
2014,25.921,1.000 EUR,
2015,25.5,1.000 EUR,
2016,26.604,1.000 EUR,
2017,27.518,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.252,1.000 EUR,
2001,21.716,1.000 EUR,
2002,21.773,1.000 EUR,
2003,21.31,1.000 EUR,
2004,21.457,1.000 EUR,
2005,21.501,1.000 EUR,
2006,22.842,1.000 EUR,
2007,24.599,1.000 EUR,
2008,24.488,1.000 EUR,
2009,24.37,1.000 EUR,
2010,25.278,1.000 EUR,
2011,26.161,1.000 EUR,
2012,27.315,1.000 EUR,
2013,28.396,1.000 EUR,
2014,29.619,1.000 EUR,
2015,29.503,1.000 EUR,
2016,30.14,1.000 EUR,
2017,31.192,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.086,1.000 EUR,
2001,16.361,1.000 EUR,
2002,16.691,1.000 EUR,
2003,16.707,1.000 EUR,
2004,17.737,1.000 EUR,
2005,17.856,1.000 EUR,
2006,18.66,1.000 EUR,
2007,19.424,1.000 EUR,
2008,19.346,1.000 EUR,
2009,19.522,1.000 EUR,
2010,19.681,1.000 EUR,
2011,20.368,1.000 EUR,
2012,20.908,1.000 EUR,
2013,20.745,1.000 EUR,
2014,21.45,1.000 EUR,
2015,22.451,1.000 EUR,
2016,22.425,1.000 EUR,
2017,22.983,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,45.059,1.000 EUR,
2001,47.691,1.000 EUR,
2002,41.819,1.000 EUR,
2003,41.35,1.000 EUR,
2004,40.176,1.000 EUR,
2005,42.332,1.000 EUR,
2006,46.044,1.000 EUR,
2007,47.997,1.000 EUR,
2008,45.446,1.000 EUR,
2009,42.859,1.000 EUR,
2010,53.163,1.000 EUR,
2011,57.008,1.000 EUR,
2012,56.244,1.000 EUR,
2013,57.075,1.000 EUR,
2014,59.698,1.000 EUR,
2015,55.282,1.000 EUR,
2016,70.509,1.000 EUR,
2017,69.627,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,34.435,1.000 EUR,
2001,35.483,1.000 EUR,
2002,35.938,1.000 EUR,
2003,34.331,1.000 EUR,
2004,35.396,1.000 EUR,
2005,35.57,1.000 EUR,
2006,36.244,1.000 EUR,
2007,39.248,1.000 EUR,
2008,38.58,1.000 EUR,
2009,40.891,1.000 EUR,
2010,39.729,1.000 EUR,
2011,40.721,1.000 EUR,
2012,41.03,1.000 EUR,
2013,40.332,1.000 EUR,
2014,41.111,1.000 EUR,
2015,42.117,1.000 EUR,
2016,44.267,1.000 EUR,
2017,45.69,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,39.398,1.000 EUR,
2001,38.006,1.000 EUR,
2002,38.67,1.000 EUR,
2003,38.554,1.000 EUR,
2004,40.34,1.000 EUR,
2005,39.865,1.000 EUR,
2006,41.95,1.000 EUR,
2007,44.242,1.000 EUR,
2008,45.189,1.000 EUR,
2009,39.848,1.000 EUR,
2010,41.733,1.000 EUR,
2011,45.006,1.000 EUR,
2012,44.266,1.000 EUR,
2013,45.572,1.000 EUR,
2014,47.78,1.000 EUR,
2015,48.92,1.000 EUR,
2016,48.486,1.000 EUR,
2017,50.648,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,30.885,1.000 EUR,
2001,30.264,1.000 EUR,
2002,28.17,1.000 EUR,
2003,29.543,1.000 EUR,
2004,31.862,1.000 EUR,
2005,30.303,1.000 EUR,
2006,32.873,1.000 EUR,
2007,34.179,1.000 EUR,
2008,36.843,1.000 EUR,
2009,36.039,1.000 EUR,
2010,36.185,1.000 EUR,
2011,36.718,1.000 EUR,
2012,36.614,1.000 EUR,
2013,36.899,1.000 EUR,
2014,38.551,1.000 EUR,
2015,39.188,1.000 EUR,
2016,39.72,1.000 EUR,
2017,41.167,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.659,1.000 EUR,
2001,19.551,1.000 EUR,
2002,19.595,1.000 EUR,
2003,18.256,1.000 EUR,
2004,19.37,1.000 EUR,
2005,18.981,1.000 EUR,
2006,19.765,1.000 EUR,
2007,20.983,1.000 EUR,
2008,21.879,1.000 EUR,
2009,21.979,1.000 EUR,
2010,22.825,1.000 EUR,
2011,24.547,1.000 EUR,
2012,25.041,1.000 EUR,
2013,26.168,1.000 EUR,
2014,26.945,1.000 EUR,
2015,27.515,1.000 EUR,
2016,28.254,1.000 EUR,
2017,30.33,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.026,1.000 EUR,
2001,16.422,1.000 EUR,
2002,16.082,1.000 EUR,
2003,16.123,1.000 EUR,
2004,16.474,1.000 EUR,
2005,16.616,1.000 EUR,
2006,16.842,1.000 EUR,
2007,17.607,1.000 EUR,
2008,18.577,1.000 EUR,
2009,18.676,1.000 EUR,
2010,19.508,1.000 EUR,
2011,20.421,1.000 EUR,
2012,21.385,1.000 EUR,
2013,22.689,1.000 EUR,
2014,24.446,1.000 EUR,
2015,25.194,1.000 EUR,
2016,25.766,1.000 EUR,
2017,27.142,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.097,1.000 EUR,
2001,22.005,1.000 EUR,
2002,21.285,1.000 EUR,
2003,20.493,1.000 EUR,
2004,21.492,1.000 EUR,
2005,21.708,1.000 EUR,
2006,22.889,1.000 EUR,
2007,23.719,1.000 EUR,
2008,24.936,1.000 EUR,
2009,24.872,1.000 EUR,
2010,27.758,1.000 EUR,
2011,28.6,1.000 EUR,
2012,29.658,1.000 EUR,
2013,29.865,1.000 EUR,
2014,31.042,1.000 EUR,
2015,31.754,1.000 EUR,
2016,33.024,1.000 EUR,
2017,34.458,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.867,1.000 EUR,
2001,24.913,1.000 EUR,
2002,24.645,1.000 EUR,
2003,26.295,1.000 EUR,
2004,28.306,1.000 EUR,
2005,27.467,1.000 EUR,
2006,29.928,1.000 EUR,
2007,31.651,1.000 EUR,
2008,33.53,1.000 EUR,
2009,31.776,1.000 EUR,
2010,33.284,1.000 EUR,
2011,35.69,1.000 EUR,
2012,37.106,1.000 EUR,
2013,36.757,1.000 EUR,
2014,37.468,1.000 EUR,
2015,38.095,1.000 EUR,
2016,40.293,1.000 EUR,
2017,42.102,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.751,1.000 EUR,
2001,20.475,1.000 EUR,
2002,20.185,1.000 EUR,
2003,19.911,1.000 EUR,
2004,18.74,1.000 EUR,
2005,19.123,1.000 EUR,
2006,18.914,1.000 EUR,
2007,19.256,1.000 EUR,
2008,20.069,1.000 EUR,
2009,19.337,1.000 EUR,
2010,20.588,1.000 EUR,
2011,21.226,1.000 EUR,
2012,22.316,1.000 EUR,
2013,22.382,1.000 EUR,
2014,24.039,1.000 EUR,
2015,25.952,1.000 EUR,
2016,26.392,1.000 EUR,
2017,27.767,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.589,1.000 EUR,
2001,19.184,1.000 EUR,
2002,18.654,1.000 EUR,
2003,18.835,1.000 EUR,
2004,19.683,1.000 EUR,
2005,19.46,1.000 EUR,
2006,21.426,1.000 EUR,
2007,22.792,1.000 EUR,
2008,23.846,1.000 EUR,
2009,22.874,1.000 EUR,
2010,23.599,1.000 EUR,
2011,26.26,1.000 EUR,
2012,27.941,1.000 EUR,
2013,29.048,1.000 EUR,
2014,30.548,1.000 EUR,
2015,30.98,1.000 EUR,
2016,30.221,1.000 EUR,
2017,31.485,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.337,1.000 EUR,
2001,18.381,1.000 EUR,
2002,17.896,1.000 EUR,
2003,17.342,1.000 EUR,
2004,17.98,1.000 EUR,
2005,18.748,1.000 EUR,
2006,19.455,1.000 EUR,
2007,21.494,1.000 EUR,
2008,23.392,1.000 EUR,
2009,23.477,1.000 EUR,
2010,24.351,1.000 EUR,
2011,25.029,1.000 EUR,
2012,25.21,1.000 EUR,
2013,27.007,1.000 EUR,
2014,27.211,1.000 EUR,
2015,27.622,1.000 EUR,
2016,26.215,1.000 EUR,
2017,27.614,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.45,1.000 EUR,
2001,16.485,1.000 EUR,
2002,16.198,1.000 EUR,
2003,16.107,1.000 EUR,
2004,16.728,1.000 EUR,
2005,16.536,1.000 EUR,
2006,18.515,1.000 EUR,
2007,18.678,1.000 EUR,
2008,19.275,1.000 EUR,
2009,17.635,1.000 EUR,
2010,18.624,1.000 EUR,
2011,19.469,1.000 EUR,
2012,20.12,1.000 EUR,
2013,21.462,1.000 EUR,
2014,22.85,1.000 EUR,
2015,22.817,1.000 EUR,
2016,22.845,1.000 EUR,
2017,23.924,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.966,1.000 EUR,
2001,18.433,1.000 EUR,
2002,18.697,1.000 EUR,
2003,19.141,1.000 EUR,
2004,19.717,1.000 EUR,
2005,20.304,1.000 EUR,
2006,21.386,1.000 EUR,
2007,22.633,1.000 EUR,
2008,23.225,1.000 EUR,
2009,21.739,1.000 EUR,
2010,23.847,1.000 EUR,
2011,25.108,1.000 EUR,
2012,25.473,1.000 EUR,
2013,26.514,1.000 EUR,
2014,27.453,1.000 EUR,
2015,28.29,1.000 EUR,
2016,29.413,1.000 EUR,
2017,30.732,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.859,1.000 EUR,
2001,26.61,1.000 EUR,
2002,27.634,1.000 EUR,
2003,27.486,1.000 EUR,
2004,28.101,1.000 EUR,
2005,28.542,1.000 EUR,
2006,30.123,1.000 EUR,
2007,32.238,1.000 EUR,
2008,33.542,1.000 EUR,
2009,31.788,1.000 EUR,
2010,34.076,1.000 EUR,
2011,36.903,1.000 EUR,
2012,38.678,1.000 EUR,
2013,41.268,1.000 EUR,
2014,41.131,1.000 EUR,
2015,42.294,1.000 EUR,
2016,43.356,1.000 EUR,
2017,44.324,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.183,1.000 EUR,
2001,25.952,1.000 EUR,
2002,23.482,1.000 EUR,
2003,22.624,1.000 EUR,
2004,24.193,1.000 EUR,
2005,26.569,1.000 EUR,
2006,25.731,1.000 EUR,
2007,26.241,1.000 EUR,
2008,31.886,1.000 EUR,
