Year,Units,federal state,GeoCode,county,Value
2006,1.000 eur,,,,18.567
2007,1.000 eur,,,,20.023
2008,1.000 eur,,,,21.707
2009,1.000 eur,,,,20.97
2010,1.000 eur,,,,21.241
2011,1.000 eur,,,,22.6
2012,1.000 eur,,,,23.618
2013,1.000 eur,,,,24.09
2014,1.000 eur,,,,25.921
2015,1.000 eur,,,,25.5
2016,1.000 eur,,,,26.604
2017,1.000 eur,,,,27.518
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,22.252
2001,1.000 eur,,,,21.716
2002,1.000 eur,,,,21.773
2003,1.000 eur,,,,21.31
2004,1.000 eur,,,,21.457
2005,1.000 eur,,,,21.501
2006,1.000 eur,,,,22.842
2007,1.000 eur,,,,24.599
2008,1.000 eur,,,,24.488
2009,1.000 eur,,,,24.37
2010,1.000 eur,,,,25.278
2011,1.000 eur,,,,26.161
2012,1.000 eur,,,,27.315
2013,1.000 eur,,,,28.396
2014,1.000 eur,,,,29.619
2015,1.000 eur,,,,29.503
2016,1.000 eur,,,,30.14
2017,1.000 eur,,,,31.192
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,16.086
2001,1.000 eur,,,,16.361
2002,1.000 eur,,,,16.691
2003,1.000 eur,,,,16.707
2004,1.000 eur,,,,17.737
2005,1.000 eur,,,,17.856
2006,1.000 eur,,,,18.66
2007,1.000 eur,,,,19.424
2008,1.000 eur,,,,19.346
2009,1.000 eur,,,,19.522
2010,1.000 eur,,,,19.681
2011,1.000 eur,,,,20.368
2012,1.000 eur,,,,20.908
2013,1.000 eur,,,,20.745
2014,1.000 eur,,,,21.45
2015,1.000 eur,,,,22.451
2016,1.000 eur,,,,22.425
2017,1.000 eur,,,,22.983
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,45.059
2001,1.000 eur,,,,47.691
2002,1.000 eur,,,,41.819
2003,1.000 eur,,,,41.35
2004,1.000 eur,,,,40.176
2005,1.000 eur,,,,42.332
2006,1.000 eur,,,,46.044
2007,1.000 eur,,,,47.997
2008,1.000 eur,,,,45.446
2009,1.000 eur,,,,42.859
2010,1.000 eur,,,,53.163
2011,1.000 eur,,,,57.008
2012,1.000 eur,,,,56.244
2013,1.000 eur,,,,57.075
2014,1.000 eur,,,,59.698
2015,1.000 eur,,,,55.282
2016,1.000 eur,,,,70.509
2017,1.000 eur,,,,69.627
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,34.435
2001,1.000 eur,,,,35.483
2002,1.000 eur,,,,35.938
2003,1.000 eur,,,,34.331
2004,1.000 eur,,,,35.396
2005,1.000 eur,,,,35.57
2006,1.000 eur,,,,36.244
2007,1.000 eur,,,,39.248
2008,1.000 eur,,,,38.58
2009,1.000 eur,,,,40.891
2010,1.000 eur,,,,39.729
2011,1.000 eur,,,,40.721
2012,1.000 eur,,,,41.03
2013,1.000 eur,,,,40.332
2014,1.000 eur,,,,41.111
2015,1.000 eur,,,,42.117
2016,1.000 eur,,,,44.267
2017,1.000 eur,,,,45.69
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,39.398
2001,1.000 eur,,,,38.006
2002,1.000 eur,,,,38.67
2003,1.000 eur,,,,38.554
2004,1.000 eur,,,,40.34
2005,1.000 eur,,,,39.865
2006,1.000 eur,,,,41.95
2007,1.000 eur,,,,44.242
2008,1.000 eur,,,,45.189
2009,1.000 eur,,,,39.848
2010,1.000 eur,,,,41.733
2011,1.000 eur,,,,45.006
2012,1.000 eur,,,,44.266
2013,1.000 eur,,,,45.572
2014,1.000 eur,,,,47.78
2015,1.000 eur,,,,48.92
2016,1.000 eur,,,,48.486
2017,1.000 eur,,,,50.648
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,30.885
2001,1.000 eur,,,,30.264
2002,1.000 eur,,,,28.17
2003,1.000 eur,,,,29.543
2004,1.000 eur,,,,31.862
2005,1.000 eur,,,,30.303
2006,1.000 eur,,,,32.873
2007,1.000 eur,,,,34.179
2008,1.000 eur,,,,36.843
2009,1.000 eur,,,,36.039
2010,1.000 eur,,,,36.185
2011,1.000 eur,,,,36.718
2012,1.000 eur,,,,36.614
2013,1.000 eur,,,,36.899
2014,1.000 eur,,,,38.551
2015,1.000 eur,,,,39.188
2016,1.000 eur,,,,39.72
2017,1.000 eur,,,,41.167
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,18.659
2001,1.000 eur,,,,19.551
2002,1.000 eur,,,,19.595
2003,1.000 eur,,,,18.256
2004,1.000 eur,,,,19.37
2005,1.000 eur,,,,18.981
2006,1.000 eur,,,,19.765
2007,1.000 eur,,,,20.983
2008,1.000 eur,,,,21.879
2009,1.000 eur,,,,21.979
2010,1.000 eur,,,,22.825
2011,1.000 eur,,,,24.547
2012,1.000 eur,,,,25.041
2013,1.000 eur,,,,26.168
2014,1.000 eur,,,,26.945
2015,1.000 eur,,,,27.515
2016,1.000 eur,,,,28.254
2017,1.000 eur,,,,30.33
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,16.026
2001,1.000 eur,,,,16.422
2002,1.000 eur,,,,16.082
2003,1.000 eur,,,,16.123
2004,1.000 eur,,,,16.474
2005,1.000 eur,,,,16.616
2006,1.000 eur,,,,16.842
2007,1.000 eur,,,,17.607
2008,1.000 eur,,,,18.577
2009,1.000 eur,,,,18.676
2010,1.000 eur,,,,19.508
2011,1.000 eur,,,,20.421
2012,1.000 eur,,,,21.385
2013,1.000 eur,,,,22.689
2014,1.000 eur,,,,24.446
2015,1.000 eur,,,,25.194
2016,1.000 eur,,,,25.766
2017,1.000 eur,,,,27.142
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.097
2001,1.000 eur,,,,22.005
2002,1.000 eur,,,,21.285
2003,1.000 eur,,,,20.493
2004,1.000 eur,,,,21.492
2005,1.000 eur,,,,21.708
2006,1.000 eur,,,,22.889
2007,1.000 eur,,,,23.719
2008,1.000 eur,,,,24.936
2009,1.000 eur,,,,24.872
2010,1.000 eur,,,,27.758
2011,1.000 eur,,,,28.6
2012,1.000 eur,,,,29.658
2013,1.000 eur,,,,29.865
2014,1.000 eur,,,,31.042
2015,1.000 eur,,,,31.754
2016,1.000 eur,,,,33.024
2017,1.000 eur,,,,34.458
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,24.867
2001,1.000 eur,,,,24.913
2002,1.000 eur,,,,24.645
2003,1.000 eur,,,,26.295
2004,1.000 eur,,,,28.306
2005,1.000 eur,,,,27.467
2006,1.000 eur,,,,29.928
2007,1.000 eur,,,,31.651
2008,1.000 eur,,,,33.53
2009,1.000 eur,,,,31.776
2010,1.000 eur,,,,33.284
2011,1.000 eur,,,,35.69
2012,1.000 eur,,,,37.106
2013,1.000 eur,,,,36.757
2014,1.000 eur,,,,37.468
2015,1.000 eur,,,,38.095
2016,1.000 eur,,,,40.293
2017,1.000 eur,,,,42.102
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,19.751
2001,1.000 eur,,,,20.475
2002,1.000 eur,,,,20.185
2003,1.000 eur,,,,19.911
2004,1.000 eur,,,,18.74
2005,1.000 eur,,,,19.123
2006,1.000 eur,,,,18.914
2007,1.000 eur,,,,19.256
2008,1.000 eur,,,,20.069
2009,1.000 eur,,,,19.337
2010,1.000 eur,,,,20.588
2011,1.000 eur,,,,21.226
2012,1.000 eur,,,,22.316
2013,1.000 eur,,,,22.382
2014,1.000 eur,,,,24.039
2015,1.000 eur,,,,25.952
2016,1.000 eur,,,,26.392
2017,1.000 eur,,,,27.767
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.589
2001,1.000 eur,,,,19.184
2002,1.000 eur,,,,18.654
2003,1.000 eur,,,,18.835
2004,1.000 eur,,,,19.683
2005,1.000 eur,,,,19.46
2006,1.000 eur,,,,21.426
2007,1.000 eur,,,,22.792
2008,1.000 eur,,,,23.846
2009,1.000 eur,,,,22.874
2010,1.000 eur,,,,23.599
2011,1.000 eur,,,,26.26
2012,1.000 eur,,,,27.941
2013,1.000 eur,,,,29.048
2014,1.000 eur,,,,30.548
2015,1.000 eur,,,,30.98
2016,1.000 eur,,,,30.221
2017,1.000 eur,,,,31.485
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,17.337
2001,1.000 eur,,,,18.381
2002,1.000 eur,,,,17.896
2003,1.000 eur,,,,17.342
2004,1.000 eur,,,,17.98
2005,1.000 eur,,,,18.748
2006,1.000 eur,,,,19.455
2007,1.000 eur,,,,21.494
2008,1.000 eur,,,,23.392
2009,1.000 eur,,,,23.477
2010,1.000 eur,,,,24.351
2011,1.000 eur,,,,25.029
2012,1.000 eur,,,,25.21
2013,1.000 eur,,,,27.007
2014,1.000 eur,,,,27.211
2015,1.000 eur,,,,27.622
2016,1.000 eur,,,,26.215
2017,1.000 eur,,,,27.614
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,16.45
2001,1.000 eur,,,,16.485
2002,1.000 eur,,,,16.198
2003,1.000 eur,,,,16.107
2004,1.000 eur,,,,16.728
2005,1.000 eur,,,,16.536
2006,1.000 eur,,,,18.515
2007,1.000 eur,,,,18.678
2008,1.000 eur,,,,19.275
2009,1.000 eur,,,,17.635
2010,1.000 eur,,,,18.624
2011,1.000 eur,,,,19.469
2012,1.000 eur,,,,20.12
2013,1.000 eur,,,,21.462
2014,1.000 eur,,,,22.85
2015,1.000 eur,,,,22.817
2016,1.000 eur,,,,22.845
2017,1.000 eur,,,,23.924
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,17.966
2001,1.000 eur,,,,18.433
2002,1.000 eur,,,,18.697
2003,1.000 eur,,,,19.141
2004,1.000 eur,,,,19.717
2005,1.000 eur,,,,20.304
2006,1.000 eur,,,,21.386
2007,1.000 eur,,,,22.633
2008,1.000 eur,,,,23.225
2009,1.000 eur,,,,21.739
2010,1.000 eur,,,,23.847
2011,1.000 eur,,,,25.108
2012,1.000 eur,,,,25.473
2013,1.000 eur,,,,26.514
2014,1.000 eur,,,,27.453
2015,1.000 eur,,,,28.29
2016,1.000 eur,,,,29.413
2017,1.000 eur,,,,30.732
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,25.859
2001,1.000 eur,,,,26.61
2002,1.000 eur,,,,27.634
2003,1.000 eur,,,,27.486
2004,1.000 eur,,,,28.101
2005,1.000 eur,,,,28.542
2006,1.000 eur,,,,30.123
2007,1.000 eur,,,,32.238
2008,1.000 eur,,,,33.542
2009,1.000 eur,,,,31.788
2010,1.000 eur,,,,34.076
2011,1.000 eur,,,,36.903
2012,1.000 eur,,,,38.678
2013,1.000 eur,,,,41.268
2014,1.000 eur,,,,41.131
2015,1.000 eur,,,,42.294
2016,1.000 eur,,,,43.356
2017,1.000 eur,,,,44.324
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,23.183
2001,1.000 eur,,,,25.952
2002,1.000 eur,,,,23.482
2003,1.000 eur,,,,22.624
2004,1.000 eur,,,,24.193
2005,1.000 eur,,,,26.569
2006,1.000 eur,,,,25.731
2007,1.000 eur,,,,26.241
2008,1.000 eur,,,,31.886
2009,1.000 eur,,,,30.34
2010,1.000 eur,,,,36.059
2011,1.000 eur,,,,31.952
2012,1.000 eur,,,,32.458
2013,1.000 eur,,,,29.393
2014,1.000 eur,,,,29.703
2015,1.000 eur,,,,32.288
2016,1.000 eur,,,,35.473
2017,1.000 eur,,,,36.323
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,15.575
2001,1.000 eur,,,,16.082
2002,1.000 eur,,,,15.674
2003,1.000 eur,,,,16.057
2004,1.000 eur,,,,16.564
2005,1.000 eur,,,,16.442
2006,1.000 eur,,,,17.287
2007,1.000 eur,,,,17.985
2008,1.000 eur,,,,18.29
2009,1.000 eur,,,,18.622
2010,1.000 eur,,,,19.491
2011,1.000 eur,,,,21.069
2012,1.000 eur,,,,22.963
2013,1.000 eur,,,,22.636
2014,1.000 eur,,,,23.212
2015,1.000 eur,,,,23.794
2016,1.000 eur,,,,24.814
2017,1.000 eur,,,,25.312
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,60.316
2001,1.000 eur,,,,64.767
2002,1.000 eur,,,,63.627
2003,1.000 eur,,,,64.419
2004,1.000 eur,,,,65.806
2005,1.000 eur,,,,65.829
2006,1.000 eur,,,,67.293
2007,1.000 eur,,,,72.838
2008,1.000 eur,,,,75.905
2009,1.000 eur,,,,70.796
2010,1.000 eur,,,,72.072
2011,1.000 eur,,,,72.308
2012,1.000 eur,,,,71.699
2013,1.000 eur,,,,74.812
2014,1.000 eur,,,,76.387
2015,1.000 eur,,,,77.386
2016,1.000 eur,,,,77.897
2017,1.000 eur,,,,79.156
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,24.755
2001,1.000 eur,,,,25.037
2002,1.000 eur,,,,25.195
2003,1.000 eur,,,,26.692
2004,1.000 eur,,,,27.569
2005,1.000 eur,,,,28.85
2006,1.000 eur,,,,28.783
2007,1.000 eur,,,,31.396
2008,1.000 eur,,,,32.809
2009,1.000 eur,,,,29.907
2010,1.000 eur,,,,30.679
2011,1.000 eur,,,,33.101
2012,1.000 eur,,,,33.462
2013,1.000 eur,,,,32.9
2014,1.000 eur,,,,34.266
2015,1.000 eur,,,,34.141
2016,1.000 eur,,,,33.243
2017,1.000 eur,,,,35.538
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,30.019
2001,1.000 eur,,,,31.342
2002,1.000 eur,,,,32.046
2003,1.000 eur,,,,33.231
2004,1.000 eur,,,,33.104
2005,1.000 eur,,,,32.188
2006,1.000 eur,,,,33.805
2007,1.000 eur,,,,36.687
2008,1.000 eur,,,,40.395
2009,1.000 eur,,,,40.604
2010,1.000 eur,,,,41.382
2011,1.000 eur,,,,42.617
2012,1.000 eur,,,,40.285
2013,1.000 eur,,,,40.377
2014,1.000 eur,,,,41.223
2015,1.000 eur,,,,41.569
2016,1.000 eur,,,,41.488
2017,1.000 eur,,,,42.258
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,31.313
2001,1.000 eur,,,,31.321
2002,1.000 eur,,,,32.817
2003,1.000 eur,,,,32.544
2004,1.000 eur,,,,35.337
2005,1.000 eur,,,,35.036
2006,1.000 eur,,,,34.427
2007,1.000 eur,,,,37.457
2008,1.000 eur,,,,37.238
2009,1.000 eur,,,,33.921
2010,1.000 eur,,,,35.149
2011,1.000 eur,,,,36.293
2012,1.000 eur,,,,36.486
2013,1.000 eur,,,,35.768
2014,1.000 eur,,,,36.243
2015,1.000 eur,,,,36.309
2016,1.000 eur,,,,37.117
2017,1.000 eur,,,,39.901
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,23.295
2001,1.000 eur,,,,25.18
2002,1.000 eur,,,,24.626
2003,1.000 eur,,,,23.826
2004,1.000 eur,,,,24.023
2005,1.000 eur,,,,24.385
2006,1.000 eur,,,,25.02
2007,1.000 eur,,,,27.493
2008,1.000 eur,,,,27.509
2009,1.000 eur,,,,26.566
2010,1.000 eur,,,,27.469
2011,1.000 eur,,,,28.672
2012,1.000 eur,,,,29.851
2013,1.000 eur,,,,29.91
2014,1.000 eur,,,,30.745
2015,1.000 eur,,,,31.973
2016,1.000 eur,,,,32.844
2017,1.000 eur,,,,33.829
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,24.3
2001,1.000 eur,,,,25.803
2002,1.000 eur,,,,25.962
2003,1.000 eur,,,,26.006
2004,1.000 eur,,,,26.09
2005,1.000 eur,,,,28.617
2006,1.000 eur,,,,29.885
2007,1.000 eur,,,,33.277
2008,1.000 eur,,,,34.794
2009,1.000 eur,,,,33.112
2010,1.000 eur,,,,32.031
2011,1.000 eur,,,,33.114
2012,1.000 eur,,,,34.259
2013,1.000 eur,,,,32.598
2014,1.000 eur,,,,34.798
2015,1.000 eur,,,,33.287
2016,1.000 eur,,,,32.661
2017,1.000 eur,,,,34.774
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,19.902
2001,1.000 eur,,,,19.682
2002,1.000 eur,,,,21.52
2003,1.000 eur,,,,20.965
2004,1.000 eur,,,,21.919
2005,1.000 eur,,,,21.838
2006,1.000 eur,,,,23.062
2007,1.000 eur,,,,22.182
2008,1.000 eur,,,,23.591
2009,1.000 eur,,,,23.906
2010,1.000 eur,,,,23.743
2011,1.000 eur,,,,25.942
2012,1.000 eur,,,,25.509
2013,1.000 eur,,,,27.193
2014,1.000 eur,,,,27.5
2015,1.000 eur,,,,27.932
2016,1.000 eur,,,,27.2
2017,1.000 eur,,,,26.625
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,26.639
2001,1.000 eur,,,,27.038
2002,1.000 eur,,,,26.106
2003,1.000 eur,,,,28.023
2004,1.000 eur,,,,27.56
2005,1.000 eur,,,,27.779
2006,1.000 eur,,,,28.932
2007,1.000 eur,,,,30.438
2008,1.000 eur,,,,31.258
2009,1.000 eur,,,,27.908
2010,1.000 eur,,,,29.655
2011,1.000 eur,,,,32.471
2012,1.000 eur,,,,33.307
2013,1.000 eur,,,,33.115
2014,1.000 eur,,,,34.842
2015,1.000 eur,,,,34.303
2016,1.000 eur,,,,34.804
2017,1.000 eur,,,,35.28
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,21.542
2001,1.000 eur,,,,21.613
2002,1.000 eur,,,,21.366
2003,1.000 eur,,,,21.671
2004,1.000 eur,,,,22.595
2005,1.000 eur,,,,23.496
2006,1.000 eur,,,,24.059
2007,1.000 eur,,,,25.888
2008,1.000 eur,,,,25.98
2009,1.000 eur,,,,24.215
2010,1.000 eur,,,,25.095
2011,1.000 eur,,,,25.989
2012,1.000 eur,,,,27.231
2013,1.000 eur,,,,28.19
2014,1.000 eur,,,,28.836
2015,1.000 eur,,,,30.167
2016,1.000 eur,,,,31.147
2017,1.000 eur,,,,31.52
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,27.98
2001,1.000 eur,,,,27.013
2002,1.000 eur,,,,27.219
2003,1.000 eur,,,,26.89
2004,1.000 eur,,,,28.006
2005,1.000 eur,,,,28.524
2006,1.000 eur,,,,28.932
2007,1.000 eur,,,,30.136
2008,1.000 eur,,,,30.801
2009,1.000 eur,,,,30.429
2010,1.000 eur,,,,30.967
2011,1.000 eur,,,,32.199
2012,1.000 eur,,,,32.307
2013,1.000 eur,,,,32.858
2014,1.000 eur,,,,34.807
2015,1.000 eur,,,,35.661
2016,1.000 eur,,,,37.014
2017,1.000 eur,,,,36.667
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
